trial_id,status,score,best_step,hp_structured_data_block_1/normalize,hp_structured_data_block_1/dense_block_1/num_layers,hp_structured_data_block_1/dense_block_1/use_batchnorm,hp_structured_data_block_1/dense_block_1/dropout,hp_structured_data_block_1/dense_block_1/units_0,hp_structured_data_block_1/dense_block_1/units_1,hp_classification_head_1/dropout,hp_optimizer,hp_learning_rate
0,COMPLETED,0.09540822323373505,10,True,2,False,0,32,32,0.0,adam,0.001
1,COMPLETED,0.07354150243620097,0,True,2,False,0,256,32,0.0,adam,0.001
4,COMPLETED,0.06260976847071528,0,True,2,False,0,32,1024,0.0,adam,0.001
3,COMPLETED,0.061374959070284944,9,True,2,False,0,32,32,0.25,adam,0.001
2,COMPLETED,0.021457554649281806,0,True,2,False,0,32,32,0.0,adam,0.1
