,Pred_Benign,Pred_BruteForce,Pred_DDoS,Pred_DoS,Pred_Mirai,Pred_Recon,Pred_Spoofing,Pred_Web
Real_Benign,0.515,0.1175,0.0,0.0,0.0075,0.0,0.31,0.05
Real_BruteForce,0.375,0.2275,0.0,0.0,0.0,0.0,0.3675,0.03
Real_DDoS,0.0025,0.005,0.96,0.0325,0.0,0.0,0.0,0.0
Real_DoS,0.0025,0.0025,0.905,0.07,0.0175,0.0,0.0,0.0025
Real_Mirai,0.0,0.0,0.0175,0.005,0.9775,0.0,0.0,0.0
Real_Recon,0.4375,0.1125,0.0,0.0,0.0,0.0,0.365,0.085
Real_Spoofing,0.36,0.055,0.0,0.0,0.0175,0.0,0.5525,0.015
Real_Web,0.4025,0.1875,0.0,0.0,0.01,0.0,0.3775,0.0225
