,Pred_Benign,Pred_BruteForce,Pred_DDoS,Pred_DoS,Pred_Mirai,Pred_Recon,Pred_Spoofing,Pred_Web
Real_Benign,0.0,0.1825,0.0075,0.0,0.0,0.02,0.32,0.47
Real_BruteForce,0.0,0.3375,0.005,0.0,0.0,0.0,0.1525,0.505
Real_DDoS,0.0,0.17,0.5575,0.0,0.0,0.07,0.1625,0.04
Real_DoS,0.0,0.0025,0.385,0.0,0.0,0.19,0.3325,0.09
Real_Mirai,0.0,0.0275,0.335,0.0,0.63,0.0,0.0075,0.0
Real_Recon,0.0,0.055,0.025,0.0,0.0,0.1375,0.1375,0.645
Real_Spoofing,0.0,0.0475,0.085,0.0,0.0,0.0275,0.4875,0.3525
Real_Web,0.0,0.0475,0.01,0.0,0.0,0.0075,0.23,0.705
