,Pred_Benign,Pred_BruteForce,Pred_DDoS,Pred_DoS,Pred_Mirai,Pred_Recon,Pred_Spoofing,Pred_Web
Real_Benign,285,29,0,0,0,37,12,37
Real_BruteForce,51,237,0,0,0,29,6,77
Real_DDoS,0,0,302,97,1,0,0,0
Real_DoS,0,0,80,320,0,0,0,0
Real_Mirai,0,0,0,0,400,0,0,0
Real_Recon,39,38,0,0,0,248,5,70
Real_Spoofing,32,15,0,0,0,6,324,23
Real_Web,31,39,0,0,0,59,16,255
