,Pred_Benign,Pred_BruteForce,Pred_DDoS,Pred_DoS,Pred_Mirai,Pred_Recon,Pred_Spoofing,Pred_Web
Real_Benign,0.7125,0.0725,0.0,0.0,0.0,0.0925,0.03,0.0925
Real_BruteForce,0.1275,0.5925,0.0,0.0,0.0,0.0725,0.015,0.1925
Real_DDoS,0.0,0.0,0.755,0.2425,0.0025,0.0,0.0,0.0
Real_DoS,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0
Real_Mirai,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Real_Recon,0.0975,0.095,0.0,0.0,0.0,0.62,0.0125,0.175
Real_Spoofing,0.08,0.0375,0.0,0.0,0.0,0.015,0.81,0.0575
Real_Web,0.0775,0.0975,0.0,0.0,0.0,0.1475,0.04,0.6375
