,Pred_Benign,Pred_BruteForce,Pred_DDoS,Pred_DoS,Pred_Mirai,Pred_Recon,Pred_Spoofing,Pred_Web
Real_Benign,0.8122,0.0118,0.0,0.0,0.0,0.126,0.0223,0.0277
Real_BruteForce,0.1726646248085758,0.501531393568147,0.0,0.0,0.0,0.19448698315467075,0.02565084226646248,0.10566615620214395
Real_DDoS,0.0,0.0,0.6937,0.3059,0.0004,0.0,0.0,0.0
Real_DoS,0.0,0.0,0.0839,0.9156,0.0005,0.0,0.0,0.0
Real_Mirai,0.0,0.0,0.0005,0.0006,0.9989,0.0,0.0,0.0
Real_Recon,0.1407,0.0166,0.0,0.0,0.0,0.7555,0.023,0.0642
Real_Spoofing,0.0617,0.005,0.0,0.0,0.0,0.0275,0.8728,0.033
Real_Web,0.10936555891238671,0.016918429003021148,0.0,0.0,0.0,0.2916414904330312,0.03625377643504532,0.5458207452165156
