,Pred_Benign,Pred_BruteForce,Pred_DDoS,Pred_DoS,Pred_Mirai,Pred_Recon,Pred_Spoofing,Pred_Web
Real_Benign,0.7125,0.0775,0.0,0.0,0.0,0.085,0.035,0.09
Real_BruteForce,0.1275,0.5825,0.0,0.0,0.0,0.0725,0.0125,0.205
Real_DDoS,0.0,0.0,0.7275,0.2725,0.0,0.0,0.0,0.0
Real_DoS,0.0,0.0,0.135,0.865,0.0,0.0,0.0,0.0
Real_Mirai,0.0,0.0,0.0025,0.0,0.9975,0.0,0.0,0.0
Real_Recon,0.0825,0.0825,0.0,0.0,0.0,0.61,0.025,0.2
Real_Spoofing,0.09,0.025,0.0,0.0,0.0,0.0075,0.825,0.0525
Real_Web,0.1,0.0825,0.0,0.0,0.0,0.175,0.05,0.5925
