,precision,recall,f1-score,support
Benign,0.8780487804878049,0.9,0.8888888888888888,40.0
Malicious,0.8974358974358975,0.875,0.8860759493670886,40.0
accuracy,0.8875,0.8875,0.8875,0.8875
macro avg,0.8877423389618512,0.8875,0.8874824191279886,80.0
weighted avg,0.8877423389618512,0.8875,0.8874824191279889,80.0
