,Pred_Benign,Pred_BruteForce,Pred_DDoS,Pred_DoS,Pred_Mirai,Pred_Recon,Pred_Spoofing,Pred_Web
Real_Benign,0.73,0.0675,0.0,0.0,0.0,0.1,0.02,0.0825
Real_BruteForce,0.1275,0.5925,0.0,0.0,0.0,0.0775,0.01,0.1925
Real_DDoS,0.0,0.0,0.7175,0.28,0.0025,0.0,0.0,0.0
Real_DoS,0.0,0.0,0.115,0.885,0.0,0.0,0.0,0.0
Real_Mirai,0.0,0.0,0.0,0.0025,0.9975,0.0,0.0,0.0
Real_Recon,0.0875,0.0975,0.0,0.0,0.0,0.6075,0.0175,0.19
Real_Spoofing,0.09,0.025,0.0,0.0,0.0,0.0125,0.815,0.0575
Real_Web,0.0925,0.0875,0.0,0.0,0.0,0.17,0.04,0.61
