,Pred_Benign,Pred_BruteForce,Pred_DDoS,Pred_DoS,Pred_Mirai,Pred_Recon,Pred_Spoofing,Pred_Web
Real_Benign,292,27,0,0,0,40,8,33
Real_BruteForce,51,237,0,0,0,31,4,77
Real_DDoS,0,0,287,112,1,0,0,0
Real_DoS,0,0,46,354,0,0,0,0
Real_Mirai,0,0,0,1,399,0,0,0
Real_Recon,35,39,0,0,0,243,7,76
Real_Spoofing,36,10,0,0,0,5,326,23
Real_Web,37,35,0,0,0,68,16,244
