modelo,Macro-F1 CV,Desvio CV
RandomForest,0.9914370072533532,0.0007115965125446547
HistGradientBoosting,0.9912744454726251,0.0006527106015877531
ExtraTrees,0.989661718925847,0.0006394676266813918
