,precision,recall,f1-score,support
Benign,0.9829824906551249,0.9993,0.9910740850937221,10000.0
Malicious,0.9992881838519423,0.9827,0.990924674800847,10000.0
accuracy,0.991,0.991,0.991,0.991
macro avg,0.9911353372535336,0.991,0.9909993799472845,20000.0
weighted avg,0.9911353372535335,0.991,0.9909993799472846,20000.0
