Modelo,Accuracy,Balanced Accuracy,Precision Macro,Recall Macro,Macro-F1,Precision Weighted,Recall Weighted,Weighted-F1,MCC
tpot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
