,precision,recall,f1-score,support
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
Benign,0.0,0.0,0.0,40.0
Malicious,0.0,0.0,0.0,40.0
accuracy,0.0,0.0,0.0,0.0
macro avg,0.0,0.0,0.0,80.0
weighted avg,0.0,0.0,0.0,80.0
