best_estimator,best_config,best_loss,best_iteration
lgbm,"{'n_estimators': 95, 'num_leaves': 57, 'min_child_samples': 33, 'learning_rate': 0.15403366880437008, 'log_max_bin': 10, 'colsample_bytree': 0.7986990287932041, 'reg_alpha': 0.0010985828543862433, 'reg_lambda': 0.0276213161758943}",0.00793795398275099,536
