,Pred_Benign,Pred_BruteForce,Pred_DDoS,Pred_DoS,Pred_Mirai,Pred_Recon,Pred_Spoofing,Pred_Web
Real_Benign,0.813,0.0133,0.0,0.0,0.0,0.125,0.0236,0.0251
Real_BruteForce,0.1776416539050536,0.5065084226646248,0.0,0.0,0.0,0.18529862174578868,0.02871362940275651,0.10183767228177641
Real_DDoS,0.0,0.0,0.7102,0.2891,0.0007,0.0,0.0,0.0
Real_DoS,0.0001,0.0,0.1013,0.8978,0.0007,0.0001,0.0,0.0
Real_Mirai,0.0,0.0,0.0004,0.0006,0.999,0.0,0.0,0.0
Real_Recon,0.1421,0.0184,0.0,0.0,0.0,0.7548,0.0255,0.0592
Real_Spoofing,0.0636,0.0056,0.0,0.0,0.0,0.0267,0.875,0.0291
Real_Web,0.11520644511581067,0.01973816717019134,0.0,0.0,0.0,0.2894259818731118,0.042698892245720044,0.5329305135951662
