,precision,recall,f1-score,support
Benign,0.9836565915132421,0.9991,0.9913181525028526,10000.0
Malicious,0.9990856446205425,0.9834,0.99118076903694,10000.0
accuracy,0.99125,0.99125,0.99125,0.99125
macro avg,0.9913711180668923,0.99125,0.9912494607698963,20000.0
weighted avg,0.9913711180668925,0.99125,0.9912494607698962,20000.0
