modelo,Macro-F1 CV,Desvio CV
HistGradientBoosting,0.6623252752974819,0.00347964518993047
RandomForest,0.6519100651180978,0.0022956493834066258
ExtraTrees,0.6338308527751149,0.0027610675650422693
