,precision,recall,f1-score,support
Benign,0.9748056293671883,0.9905,0.9825901492981499,10000.0
Malicious,0.9903445472100824,0.9744,0.9823075759866928,10000.0
accuracy,0.98245,0.98245,0.98245,0.98245
macro avg,0.9825750882886353,0.98245,0.9824488626424214,20000.0
weighted avg,0.9825750882886354,0.98245,0.9824488626424213,20000.0
