,precision,recall,f1-score,support
Benign,0.9823113207547169,0.9996,0.9908802537668517,10000.0
Malicious,0.9995928338762216,0.982,0.9907183212267959,10000.0
accuracy,0.9908,0.9908,0.9908,0.9908
macro avg,0.9909520773154692,0.9908,0.9907992874968239,20000.0
weighted avg,0.9909520773154693,0.9908,0.9907992874968239,20000.0
