,Pred_Benign,Pred_BruteForce,Pred_DDoS,Pred_DoS,Pred_Mirai,Pred_Recon,Pred_Spoofing,Pred_Web
Real_Benign,0.8079,0.0074,0.0,0.0,0.0,0.1381,0.0224,0.0242
Real_BruteForce,0.21401225114854516,0.42381316998468604,0.0,0.0,0.0,0.23660030627871362,0.023736600306278714,0.10183767228177641
Real_DDoS,0.0,0.0,0.6868,0.3124,0.0008,0.0,0.0,0.0
Real_DoS,0.0,0.0,0.0827,0.9161,0.0009,0.0002,0.0001,0.0
Real_Mirai,0.0,0.0,0.0002,0.001,0.9988,0.0,0.0,0.0
Real_Recon,0.1492,0.0106,0.0,0.0,0.0,0.7554,0.0234,0.0614
Real_Spoofing,0.0706,0.0036,0.0,0.0,0.0,0.0347,0.8643,0.0268
Real_Web,0.13897280966767372,0.011480362537764351,0.0,0.0,0.0,0.31863041289023164,0.046928499496475325,0.48398791540785496
