,Pred_Benign,Pred_BruteForce,Pred_DDoS,Pred_DoS,Pred_Mirai,Pred_Recon,Pred_Spoofing,Pred_Web
Real_Benign,0.6601,0.0016,0.0,0.0,0.0018,0.0001,0.336,0.0004
Real_BruteForce,0.5792496171516079,0.0,0.0,0.0,0.0007656967840735069,0.0,0.41998468606431855,0.0
Real_DDoS,0.0025,0.0,0.8963,0.0964,0.0046,0.0,0.0001,0.0001
Real_DoS,0.0052,0.0,0.7364,0.2284,0.0293,0.0001,0.0004,0.0002
Real_Mirai,0.0009,0.0,0.0041,0.007,0.9874,0.0,0.0004,0.0002
Real_Recon,0.5904,0.0001,0.0,0.0,0.0004,0.0001,0.409,0.0
Real_Spoofing,0.4343,0.0001,0.0,0.0,0.0036,0.0002,0.5618,0.0
Real_Web,0.5472306143001007,0.0004028197381671702,0.0,0.0,0.0030211480362537764,0.0,0.44934541792547833,0.0
