,precision,recall,f1-score,support
Benign,0.9803439803439803,0.9975,0.9888475836431228,400.0
Malicious,0.9974554707379135,0.98,0.9886506935687264,400.0
accuracy,0.98875,0.98875,0.98875,0.98875
macro avg,0.9888997255409469,0.98875,0.9887491386059246,800.0
weighted avg,0.988899725540947,0.98875,0.9887491386059246,800.0
