modelo,Macro-F1 CV,Desvio CV
HistGradientBoosting,0.7344447411411394,0.007525206005757432
RandomForest,0.7246517379881932,0.008376299409205978
ExtraTrees,0.7023013571863117,0.0075494628702773335
