,Pred_Benign,Pred_BruteForce,Pred_DDoS,Pred_DoS,Pred_Mirai,Pred_Recon,Pred_Spoofing,Pred_Web
Real_Benign,0.7225,0.085,0.0,0.0,0.0,0.085,0.02,0.0875
Real_BruteForce,0.1225,0.615,0.0,0.0,0.0,0.07,0.01,0.1825
Real_DDoS,0.0,0.0,0.7225,0.275,0.0025,0.0,0.0,0.0
Real_DoS,0.0,0.0,0.14,0.86,0.0,0.0,0.0,0.0
Real_Mirai,0.0,0.0,0.0,0.0025,0.9975,0.0,0.0,0.0
Real_Recon,0.0825,0.0875,0.0,0.0,0.0,0.6225,0.0325,0.175
Real_Spoofing,0.08,0.025,0.0,0.0,0.0,0.0125,0.8275,0.055
Real_Web,0.0825,0.0875,0.0,0.0,0.0,0.17,0.05,0.61
