model_id,mean_per_class_error,logloss,rmse,mse
XGBoost_1_AutoML_1_20260728_130334,0.2753125,0.6887762650916182,0.4736624804721933,0.2243561454070708
GLM_1_AutoML_1_20260728_130334,0.3875,0.9234343984886988,0.5809263690184083,0.3374754462209119
