,precision,recall,f1-score,support
Benign,0.9753694581280788,0.99,0.9826302729528535,400.0
Malicious,0.9898477157360406,0.975,0.982367758186398,400.0
accuracy,0.9825,0.9825,0.9825,0.9825
macro avg,0.9826085869320598,0.9824999999999999,0.9824990155696258,800.0
weighted avg,0.9826085869320598,0.9825,0.9824990155696258,800.0
