,precision,recall,f1-score,support
Benign,0.7111111111111111,0.8,0.7529411764705882,40.0
Malicious,0.7714285714285715,0.675,0.72,40.0
accuracy,0.7375,0.7375,0.7375,0.7375
macro avg,0.7412698412698413,0.7375,0.7364705882352941,80.0
weighted avg,0.7412698412698413,0.7375,0.7364705882352941,80.0
