,Pred_Benign,Pred_BruteForce,Pred_DDoS,Pred_DoS,Pred_Mirai,Pred_Recon,Pred_Spoofing,Pred_Web
Real_Benign,0.7175,0.0825,0.0,0.0,0.0,0.095,0.03,0.075
Real_BruteForce,0.11,0.605,0.0,0.0,0.0,0.0775,0.0125,0.195
Real_DDoS,0.0,0.0,0.72,0.2775,0.0025,0.0,0.0,0.0
Real_DoS,0.0,0.0,0.13,0.87,0.0,0.0,0.0,0.0
Real_Mirai,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Real_Recon,0.0725,0.095,0.0,0.0,0.0,0.6225,0.0225,0.1875
Real_Spoofing,0.0825,0.0275,0.0,0.0,0.0,0.005,0.835,0.05
Real_Web,0.0775,0.1025,0.0,0.0,0.0,0.15,0.0425,0.6275
