,precision,recall,f1-score,support
Benign,0.9829791420700512,0.9991,0.9909740130926403,10000.0
Malicious,0.9990849938999593,0.9827,0.9908247630570679,10000.0
accuracy,0.9909,0.9909,0.9909,0.9909
macro avg,0.9910320679850053,0.9909,0.9908993880748541,20000.0
weighted avg,0.9910320679850052,0.9909,0.9908993880748541,20000.0
