trial_id,status,score,best_step,hp_structured_data_block_1/normalize,hp_structured_data_block_1/dense_block_1/num_layers,hp_structured_data_block_1/dense_block_1/use_batchnorm,hp_structured_data_block_1/dense_block_1/dropout,hp_structured_data_block_1/dense_block_1/units_0,hp_structured_data_block_1/dense_block_1/units_1,hp_classification_head_1/dropout,hp_optimizer,hp_learning_rate
1,COMPLETED,0.9828091004324586,2,True,2,False,0,256,32,0.0,adam,0.001
4,COMPLETED,0.9781145274594288,1,True,2,False,0,256,1024,0.0,adam,0.001
2,COMPLETED,0.9765496183206106,5,True,2,False,0,256,32,0.0,adam,0.1
0,COMPLETED,0.7238313174239948,2,True,2,False,0,32,32,0.0,adam,0.001
3,COMPLETED,0.6723833415076692,0,True,2,False,0,256,32,0.25,adam,0.001
