,precision,recall,f1-score,support
Benign,0.984240261671127,0.993,0.9886007267658918,10000.0
Malicious,0.992937140550903,0.9841,0.988498819747878,10000.0
accuracy,0.98855,0.98855,0.98855,0.98855
macro avg,0.988588701111015,0.98855,0.9885497732568849,20000.0
weighted avg,0.9885887011110149,0.98855,0.9885497732568849,20000.0
