,Pred_Benign,Pred_BruteForce,Pred_DDoS,Pred_DoS,Pred_Mirai,Pred_Recon,Pred_Spoofing,Pred_Web
Real_Benign,0.8013,0.0103,0.0,0.0,0.0,0.1384,0.0215,0.0285
Real_BruteForce,0.20099540581929556,0.4464012251148545,0.0,0.0,0.0,0.21592649310872894,0.028330781010719754,0.10834609494640123
Real_DDoS,0.0,0.0,0.7109,0.2883,0.0008,0.0,0.0,0.0
Real_DoS,0.0,0.0,0.117,0.8821,0.0008,0.0,0.0001,0.0
Real_Mirai,0.0,0.0,0.0001,0.0007,0.9992,0.0,0.0,0.0
Real_Recon,0.145,0.0156,0.0,0.0,0.0,0.7475,0.0211,0.0708
Real_Spoofing,0.0686,0.0044,0.0,0.0,0.0,0.035,0.8592,0.0328
Real_Web,0.12950654582074522,0.019939577039274924,0.0,0.0,0.0,0.3065458207452165,0.04471299093655589,0.49929506545820745
