,Pred_Benign,Pred_BruteForce,Pred_DDoS,Pred_DoS,Pred_Mirai,Pred_Recon,Pred_Spoofing,Pred_Web
Real_Benign,0.73,0.085,0.0,0.0,0.0,0.07,0.025,0.09
Real_BruteForce,0.1175,0.5975,0.0,0.0,0.0,0.0675,0.0125,0.205
Real_DDoS,0.0,0.0,0.675,0.3225,0.0025,0.0,0.0,0.0
Real_DoS,0.0,0.0,0.0675,0.9325,0.0,0.0,0.0,0.0
Real_Mirai,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Real_Recon,0.09,0.0775,0.0,0.0,0.0,0.63,0.0175,0.185
Real_Spoofing,0.08,0.035,0.0,0.0,0.0,0.0175,0.81,0.0575
Real_Web,0.07,0.085,0.0,0.0,0.0,0.15,0.03,0.665
